Group,Table,Name,Description,Units,Module,Scenario,File,InputDir,DisplayUnits,DisplayUnitsFile,DBTable
2010,Azone,GrpAge65Plus,Group quarters population in 65 or older age group,PRSN,CreateHouseholds,test,azone_gq_pop_by_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,HHIncomePC,Average annual per capita income of households (non-group quarters),USD,PredictIncome,test,azone_per_cap_inc.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,GQIncomePC,Average annual per capita income of group quarters population,USD,PredictIncome,test,azone_per_cap_inc.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,AveVehPerDriver,Average number of household vehicles per licensed driver by Azone,NA/,AssignVehicleOwnership,test,azone_hh_ave_veh_per_driver.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,LtTrkProp,"Proportion of household vehicles that are light trucks (pickup, SUV, van)",proportion,AssignVehicleType,test,azone_hh_lttrk_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,HighCarSvcCost,"Average cost in dollars per mile for travel by high service level car service exclusive of the cost of fuel, road use taxes, and carbon taxes (and any other social costs charged to vehicle use).",USD,CreateVehicleTable,test,azone_carsvc_characteristics.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,LowCarSvcCost,"Average cost in dollars per mile for travel by low service level car service exclusive of the cost of fuel, road use taxes, and carbon taxes (and any other social costs charged to vehicle use).",USD,CreateVehicleTable,test,azone_carsvc_characteristics.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,AveCarSvcVehicleAge,Average age of car service vehicles in years,DAY,CreateVehicleTable,test,azone_carsvc_characteristics.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,LtTrkCarSvcSubProp,The proportion of light-truck owners who would substitute a less-costly car service option for owning their light truck,proportion,CreateVehicleTable,test,azone_carsvc_characteristics.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,AutoCarSvcSubProp,Th proportion of automobile owners who would substitute a less-costly car service option for owning their automobile,proportion,CreateVehicleTable,test,azone_carsvc_characteristics.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,AutoMeanAge,Mean age of automobiles owned or leased by households.,DAY,AssignVehicleAge,test,azone_hh_veh_mean_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,LtTrkMeanAge,Mean age of light trucks owned or leased by households.,DAY,AssignVehicleAge,test,azone_hh_veh_mean_age.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,VehOwnFlatRateFee,Annual flat rate tax per vehicle in dollars,USD,CalculateVehicleOwnCost,test,azone_hh_veh_own_taxes.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,VehOwnAdValoremTax,Annual proportion of vehicle value paid in taxes,proportion,CalculateVehicleOwnCost,test,azone_hh_veh_own_taxes.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,PaydHhProp,Proportion of households in the Azone who have pay-as-you-drive insurance for their vehicles,proportion,CalculateVehicleOwnCost,test,azone_payd_insurance_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,PropSovDvmtDiverted,Goals for the proportion of household DVMT in single occupant vehicle tours with round-trip distances of 20 miles or less be diverted to bicycling or other slow speed modes of travel,Proportion,DivertSovTravel,test,azone_prop_sov_dvmt_diverted.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,ElectricityCI,Carbon intensity of electricity at point of consumption (grams CO2e per megajoule),KG/GGE,Initialize,test,azone_electricity_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,PropSFChargingAvail,Proportion of single-family dwellings in Azone that have PEV charging facilties installed or able to be installed,proportion,AssignHhVehiclePowertrain,test,azone_charging_availability.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,PropMFChargingAvail,Proportion of multi-family dwelling units in Azone that have PEV charging facilities available,proportion,AssignHhVehiclePowertrain,test,azone_charging_availability.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,PropGQChargingAvail,Proportion of group quarters dwelling units in Azone that have PEV charging facilities available,proportion,AssignHhVehiclePowertrain,test,azone_charging_availability.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,OwnedVehAccessTime,Average amount of time in minutes required for access to and egress from a household-owned vehicle for a trip,DAY,CalculateVehicleOperatingCost,test,azone_vehicle_access_times.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,HighCarSvcAccessTime,Average amount of time in minutes required for access to and egress from a high service level car service for a trip,DAY,CalculateVehicleOperatingCost,test,azone_vehicle_access_times.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,LowCarSvcAccessTime,Average amount of time in minutes required for access to and egress from a low service level car service for a trip,DAY,CalculateVehicleOperatingCost,test,azone_vehicle_access_times.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,FuelCost,Retail cost of fuel per gas gallon equivalent in dollars,USD,CalculateVehicleOperatingCost,test,azone_fuel_power_cost.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,PowerCost,Retail cost of electric power per kilowatt-hour in dollars,USD,CalculateVehicleOperatingCost,test,azone_fuel_power_cost.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,FuelTax,Tax per gas gallon equivalent of fuel in dollars,USD,CalculateVehicleOperatingCost,test,azone_veh_use_taxes.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,VmtTax,Tax per mile of vehicle travel in dollars,USD,CalculateVehicleOperatingCost,test,azone_veh_use_taxes.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,PevSurchgTaxProp,Proportion of equivalent gas tax per mile paid by hydrocarbon fuel consuming vehicles to be charged to plug-in electric vehicles per mile of travel powered by electricity,proportion,CalculateVehicleOperatingCost,test,azone_veh_use_taxes.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Azone_test_2010.csv
2010,Azone,NumHh,Number of households (non-group quarters),HH,CreateHouseholds,test,"","",,None,Azone_test_2010.csv
2010,Azone,NumGq,Number of people in non-institutional group quarters,PRSN,CreateHouseholds,test,"","",,None,Azone_test_2010.csv
2010,Azone,NumWkr,Number of workers residing in the zone,PRSN,PredictWorkers,test,"","",,None,Azone_test_2010.csv
2010,Azone,Global,Global group indicator,"","",test,"","","","",Azone_test_2010.csv
2010,Azone,Year,Year group indicator,"","",test,"","","","",Azone_test_2010.csv
2010,Azone,Scenario,Scenario group indicator,"","",test,"","","","",Azone_test_2010.csv
2010,Marea,Marea,,"",visioneval,test,geo.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/defs,,None,Marea_test_2010.csv
2010,Marea,DRRevMi,Annual revenue-miles of demand-responsive public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,VPRevMi,Annual revenue-miles of van-pool and similar public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,MBRevMi,Annual revenue-miles of standard bus public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,RBRevMi,Annual revenue-miles of rapid-bus and commuter bus public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,MGRevMi,Annual revenue-miles of monorail and automated guideway public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,SRRevMi,Annual revenue-miles of streetcar and trolleybus public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,HRRevMi,Annual revenue-miles of light rail and heavy rail public transit service,MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,CRRevMi,"Annual revenue-miles of commuter rail, hybrid rail, cable car, and aerial tramway public transit service",MI/DAY,AssignTransitService,test,marea_transit_service.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,FwyLaneMi,Lane-miles of roadways functionally classified as freeways or expressways in the urbanized portion of the metropolitan area,MI,AssignRoadMiles,test,marea_lane_miles.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,ArtLaneMi,Lane-miles of roadways functionally classified as arterials (but not freeways or expressways) in the urbanized portion of the metropolitan area,MI,AssignRoadMiles,test,marea_lane_miles.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,TransitVanFuelCI,Average carbon intensity of fuel used by transit vans (grams CO2e per megajoule),KG/GGE,Initialize,test,marea_transit_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,TransitBusFuelCI,Average carbon intensity of fuel used by transit buses (grams CO2e per megajoule),KG/GGE,Initialize,test,marea_transit_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,TransitRailFuelCI,Average carbon intensity of fuel used by transit rail vehicles (grams CO2e per megajoule),KG/GGE,Initialize,test,marea_transit_ave_fuel_carbon_intensity.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,TransitEthanolPropGasoline,Ethanol proportion of gasoline used by transit vehicles,proportion,Initialize,test,marea_transit_biofuel_mix.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,TransitBiodieselPropDiesel,Biodiesel proportion of diesel used by transit vehicles,proportion,Initialize,test,marea_transit_biofuel_mix.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,TransitRngPropCng,Renewable natural gas proportion of compressed natural gas used by transit vehicles,proportion,Initialize,test,marea_transit_biofuel_mix.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,VanPropDiesel,Proportion of non-electric transit van travel powered by diesel,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,VanPropGasoline,Proportion of non-electric transit van travel powered by gasoline,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,VanPropCng,Proportion of non-electric transit van travel powered by compressed natural gas,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,BusPropDiesel,Proportion of non-electric transit bus travel powered by diesel,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,BusPropGasoline,Proportion of non-electric transit bus travel powered by gasoline,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,BusPropCng,Proportion of non-electric transit bus travel powered by compressed natural gas,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,RailPropDiesel,Proportion of non-electric transit rail travel powered by diesel,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,RailPropGasoline,Proportion of non-electric transit rail travel powered by gasoline,proportion,Initialize,test,marea_transit_fuel.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,VanPropIcev,Proportion of transit van travel using internal combustion engine powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,VanPropHev,Proportion of transit van travel using hybrid electric powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,VanPropBev,Proportion of transit van travel using battery electric powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
2010,Marea,BusPropIcev,Proportion of transit bus travel using internal combustion engine powertrains,proportion,Initialize,test,marea_transit_powertrain_prop.csv,C:/Github/RSG_VEdev/VisionEval-Dev/built/development/4.3.2/runtime/models/test/inputs,,None,Marea_test_2010.csv
